package,version,ecosystem,package_manager,license,license_family,dependency_scope,direct_or_transitive,is_dev_dependency,project_type,distribution_model,usage,linking_type,network_exposed,commercial_use,attribution_notice,license_text,source_modified,redistribution,license_confidence,risk,reason
go-package-low-328,2.10.30,go,go-mod,CC0-1.0,Public Domain,optional,direct,yes,DevOps automation platform,hosted,embedded library,static,yes,yes,preserved,included,possible,possible,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-329,2.4.21,java,maven,BSD-2-Clause,Permissive,test,transitive,no,financial reporting system,distributed,embedded library,service,no,yes,preserved,included,possible,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-330,0.8.27,go,go-mod,Apache-2.0,Permissive,build,direct,no,enterprise analytics platform,internal-only,backend framework,dynamic,yes,yes,preserved,included,possible,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-331,3.18.6,go,go-mod,CC0-1.0,Public Domain,runtime,transitive,no,desktop application,distributed,utility package,static,yes,yes,preserved,included,possible,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-332,4.16.2,rust,cargo,Apache-2.0,Permissive,optional,transitive,yes,cloud CRM platform,internal-only,model serving framework,static,yes,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-333,4.18.21,node,npm,Apache-2.0,Permissive,build,transitive,no,commercial closed-source software,hosted,embedded library,unknown,no,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-334,0.6.16,node,npm,BSD-3-Clause,Permissive,test,transitive,no,financial reporting system,hosted,core library,service,no,yes,preserved,included,possible,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-335,5.8.18,java,maven,Unlicense,Public Domain,build,transitive,no,robotics control system,internal-only,model serving framework,dynamic,yes,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-336,3.11.26,go,go-mod,Apache-2.0,Permissive,test,transitive,no,commercial SaaS platform,internal-only,visualization library,static,no,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-337,5.8.6,go,go-mod,MIT,Permissive,build,direct,yes,robotics control system,internal-only,automation library,dynamic,yes,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-338,3.15.15,python,pip,BSD-3-Clause,Permissive,build,direct,no,commercial SaaS platform,hosted,core library,static,yes,yes,preserved,included,possible,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-339,0.18.4,go,go-mod,Apache-2.0,Permissive,runtime,direct,no,embedded firmware,internal-only,utility package,dynamic,yes,yes,preserved,included,possible,possible,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-340,1.14.19,python,pip,BSD-3-Clause,Permissive,optional,transitive,yes,cloud CRM platform,distributed,data processing module,static,yes,yes,preserved,included,no,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-341,2.5.23,go,go-mod,Unlicense,Public Domain,test,transitive,yes,cloud CRM platform,distributed,utility package,static,no,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-342,5.13.26,go,go-mod,CC0-1.0,Public Domain,build,direct,yes,cybersecurity monitoring tool,internal-only,data processing module,dynamic,yes,yes,preserved,included,possible,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-343,5.4.28,rust,cargo,MIT,Permissive,runtime,transitive,no,robotics control system,hosted,automation library,unknown,no,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-344,5.18.3,go,go-mod,BSD-3-Clause,Permissive,optional,direct,no,cybersecurity monitoring tool,hosted,visualization library,dynamic,no,yes,preserved,included,possible,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-345,1.0.22,java,maven,BSD-2-Clause,Permissive,runtime,direct,yes,industrial IoT platform,internal-only,plugin framework,service,no,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-346,5.18.8,rust,cargo,Apache-2.0,Permissive,test,transitive,no,banking middleware,internal-only,utility package,static,no,yes,preserved,included,possible,possible,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-347,2.17.17,node,npm,BSD-2-Clause,Permissive,optional,transitive,no,robotics control system,internal-only,utility package,static,yes,yes,preserved,included,no,possible,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-348,5.5.3,rust,cargo,Apache-2.0,Permissive,build,transitive,no,commercial closed-source software,hosted,utility package,dynamic,no,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-349,0.2.8,rust,cargo,CC0-1.0,Public Domain,build,transitive,yes,commercial closed-source software,internal-only,utility package,unknown,yes,yes,preserved,included,possible,possible,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-350,0.5.20,go,go-mod,BSD-3-Clause,Permissive,optional,transitive,yes,AI inference platform,internal-only,visualization library,service,no,yes,preserved,included,no,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-351,5.7.19,go,go-mod,CC0-1.0,Public Domain,build,direct,no,cloud CRM platform,internal-only,core library,static,no,yes,preserved,included,no,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-352,3.18.6,rust,cargo,BSD-3-Clause,Permissive,runtime,direct,yes,healthcare portal,internal-only,messaging framework,service,no,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-353,3.12.18,node,npm,CC0-1.0,Public Domain,runtime,transitive,yes,online education platform,internal-only,backend framework,dynamic,yes,yes,preserved,included,no,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-354,2.17.26,go,go-mod,MIT,Permissive,test,transitive,no,cybersecurity monitoring tool,hosted,embedded library,service,no,yes,preserved,included,possible,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-355,3.3.8,python,pip,CC0-1.0,Public Domain,runtime,transitive,yes,cloud CRM platform,distributed,utility package,service,yes,yes,preserved,included,possible,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-356,1.9.2,java,maven,Unlicense,Public Domain,optional,transitive,yes,embedded firmware,distributed,API service,service,no,yes,preserved,included,possible,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-357,3.6.7,node,npm,Apache-2.0,Permissive,build,transitive,yes,cloud CRM platform,hosted,messaging framework,static,yes,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-358,0.15.19,python,pip,MIT,Permissive,runtime,direct,no,robotics control system,internal-only,API service,unknown,yes,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-359,2.12.7,go,go-mod,Apache-2.0,Permissive,build,direct,no,cybersecurity monitoring tool,internal-only,core library,service,no,yes,preserved,included,possible,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-360,5.16.14,python,pip,BSD-2-Clause,Permissive,test,direct,yes,AI inference platform,distributed,data processing module,dynamic,no,yes,preserved,included,no,possible,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-361,4.8.7,node,npm,BSD-3-Clause,Permissive,test,transitive,no,robotics control system,hosted,frontend component,unknown,no,yes,preserved,included,no,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
